Filename;Filetype;DTX_VERSION;Width;Height;Mipmaps Used;DTX Flags;DTX_DONT_MAP_MASTER;DTX_SECTIONSFIXED;DTX_ALPHA_MASK;DTX_FULLBRITE;Unknown;Surface Flag;Texture Group;Software Alpha Cutoff;Software Average Alpha;Unknown1;Unknown2;Unknown3;Unknown4;Unknown5;Unknown6;Unknown7;Unknown8;Light String
Blood2\SPRITETEXTURES\SMOKE3016.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\SMOKE3017.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\SMOKE3018.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\SMOKE3019.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\SMOKE3020.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\SMOKER128_1_1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_1_2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_1_3.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_1_4.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_1_5.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_1_6.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_1_7.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_1_8.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_1_9.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_1_10.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_2_1.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_2_2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_2_3.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_2_4.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_2_5.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_2_6.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_2_7.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_2_8.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_2_9.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SMOKER128_2_10.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\SNIPE_1.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\SNIPE_2.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\SNIPER.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\SPLINT32_1.DTX;0;DTX_VERSION_LT1;32;32;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\SPLINT32_2.DTX;0;DTX_VERSION_LT1;32;32;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\SPLINT32_3.DTX;0;DTX_VERSION_LT1;32;32;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;24;184;41;80;95;118;
Blood2\SPRITETEXTURES\STAINGLASS1PROJ.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;46;247;36;117;226;194;
Blood2\SPRITETEXTURES\STAINGLASS1PROJ2.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;6;101;37;135;234;193;
Blood2\SPRITETEXTURES\STARTSMOKE01.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STARTSMOKE02.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STARTSMOKE03.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STARTSMOKE04.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STARTSMOKE05.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STARTSMOKE06.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STARTSMOKE07.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STARTSMOKE08.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STARTSMOKE09.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STARTSMOKE10.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STARTSMOKE11.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STARTSMOKE12.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STARTSMOKE13.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STARTSMOKE14.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;113;49;46;61;245;253;
Blood2\SPRITETEXTURES\STOPLIGHTG.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\STOPLIGHTR.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\STOPLIGHTY.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;249;128;36;206;192;187;
Blood2\SPRITETEXTURES\TESALTLOOP00.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;180;229;104;105;43;917;
Blood2\SPRITETEXTURES\TESALTLOOP01.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;180;229;104;105;43;917;
Blood2\SPRITETEXTURES\TESALTLOOP02.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;79;239;104;30;38;917;
Blood2\SPRITETEXTURES\TESALTLOOP03.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;108;237;104;30;38;917;
Blood2\SPRITETEXTURES\TESALTLOOP04.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;180;229;104;105;43;917;
Blood2\SPRITETEXTURES\TESALTLOOP05.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;180;229;104;105;43;917;
Blood2\SPRITETEXTURES\TESALTLOOP06.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;108;237;104;30;38;917;
Blood2\SPRITETEXTURES\TESALTLOOP07.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;108;237;104;30;38;917;
Blood2\SPRITETEXTURES\TESALTLOOP08.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;180;229;104;105;43;917;
Blood2\SPRITETEXTURES\TESALTLOOP09.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;180;229;104;105;43;917;
Blood2\SPRITETEXTURES\TESALTLOOP10.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;79;239;104;30;38;917;
Blood2\SPRITETEXTURES\TESALTLOOP11.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;180;229;104;105;43;917;
Blood2\SPRITETEXTURES\TESALTLOOP12.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;180;229;104;105;43;917;
Blood2\SPRITETEXTURES\TESALTLOOP13.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;79;239;104;30;38;917;
Blood2\SPRITETEXTURES\TESALTLOOP14.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;180;229;104;105;43;917;
Blood2\SPRITETEXTURES\TESALTLOOP15.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;253;60;100;23;127;852;
Blood2\SPRITETEXTURES\TESALTLOOP16.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;87;226;104;121;24;917;
Blood2\SPRITETEXTURES\TESALTLOOP17.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;108;237;104;30;38;917;
Blood2\SPRITETEXTURES\TESALTLOOP18.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;108;237;104;30;38;917;
Blood2\SPRITETEXTURES\TESALTLOOP19.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;108;237;104;30;38;917;
Blood2\SPRITETEXTURES\TESALTLOOP20.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;180;229;104;105;43;917;
Blood2\SPRITETEXTURES\TESLAALTM_01.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLAALTM_02.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLAALTM_03.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLAALTM_04.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLAALTM_05.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLAALTM_06.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLAALTM_07.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLAALTM_08.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLAALTM_09.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLAALTM_10.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;192;101;104;229;6;913;
Blood2\SPRITETEXTURES\TESLAALTM_11.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;211;154;104;134;176;911;
Blood2\SPRITETEXTURES\TESLAALTM_12.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;91;114;104;73;147;915;
Blood2\SPRITETEXTURES\TESLAALTM_13.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;132;167;104;131;14;913;
Blood2\SPRITETEXTURES\TESLAALTM_14.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;103;183;104;121;17;914;
Blood2\SPRITETEXTURES\TESLAALTM_15.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;31;139;104;184;64;899;
Blood2\SPRITETEXTURES\TESLAALTM_16.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;103;183;104;121;17;914;
Blood2\SPRITETEXTURES\TESLAALTM_17.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;127;132;104;89;143;915;
Blood2\SPRITETEXTURES\TESLAALTM_18.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;207;98;104;172;118;913;
Blood2\SPRITETEXTURES\TESLAALTM_19.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;135;98;104;129;4;915;
Blood2\SPRITETEXTURES\TESLAALTM_20.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;55;97;104;129;4;915;
Blood2\SPRITETEXTURES\TESLAALTM_21.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;2;98;104;241;2;913;
Blood2\SPRITETEXTURES\TESLAALTM_22.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;55;97;104;129;4;915;
Blood2\SPRITETEXTURES\TESLAALTM_23.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;2;98;104;241;2;913;
Blood2\SPRITETEXTURES\TESLAALTM_24.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;2;98;104;241;2;913;
Blood2\SPRITETEXTURES\TESLAALTM_25.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;39;95;104;187;105;912;
Blood2\SPRITETEXTURES\TESLAALTM_26.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;39;95;104;187;105;912;
Blood2\SPRITETEXTURES\TESLAALTM_27.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;101;76;104;33;123;912;
Blood2\SPRITETEXTURES\TESLAALTM_28.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;23;73;104;244;221;911;
Blood2\SPRITETEXTURES\TESLAALTM_29.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;158;10;104;1;239;912;
Blood2\SPRITETEXTURES\TESLAALTM_30.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;247;73;104;229;249;907;
Blood2\SPRITETEXTURES\TESLAALTM_31.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;247;73;104;229;249;907;
Blood2\SPRITETEXTURES\TESLAALTM_32.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;247;73;104;200;233;907;
Blood2\SPRITETEXTURES\TESLAALTM_33.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;39;62;104;20;150;908;
Blood2\SPRITETEXTURES\TESLAALTM_34.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;123;207;103;236;55;906;
Blood2\SPRITETEXTURES\TESLAALTM_35.DTX;0;DTX_VERSION_LT1;128;128;1;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;2;71;103;249;2;905;
Blood2\SPRITETEXTURES\TESLABALL_01.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLABALL_02.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLABALL_03.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLABALL_04.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLABALL_05.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLABALL_06.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLABALL_07.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLABALL_08.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLABALL_09.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
Blood2\SPRITETEXTURES\TESLABALL_10.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;5;8;0;0;0;226;81;97;10;176;836;
